"","dg_d_1","dg_d_2","dg_d_3","dg_v_1","dg_v_2","dg_v_3","ca3_d_1","ca3_d_2","ca3_d_3","ca3_v_1","ca3_v_2","ca3_v_3","ca1_d_1","ca1_d_2","ca1_d_3","ca1_v_1","ca1_v_2","ca1_v_3"
"Tlr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tlr3",0,0,0,0,28,0,196,1148,0,140,140,448,0,0,0,0,0,28
"Tlr4",0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0
"Tlr5",0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tlr6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tlr7",0,0,0,0,0,1568,952,1316,4480,280,616,2100,3276,4340,672,0,0,0
"Tlr8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"Tlr9",0,0,0,0,0,0,308,728,476,0,252,0,280,224,1064,28,56,0
"Tlx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tlx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tlx3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tm2d1",3584,2744,5544,2352,2520,2772,2884,5628,3556,5376,5432,5460,5740,8064,2912,672,1652,1624
"Tm2d2",16240,6048,8120,14532,11900,15680,16436,11060,9688,21224,17836,15316,17948,27356,23408,7308,2828,7756
"Tm2d3",2940,10668,3192,6076,4648,5124,5740,3696,5292,7224,7140,11424,8764,11032,5124,2072,1372,2100
"Tm4sf1",0,0,0,0,0,0,364,0,112,616,4480,48104,168,84,140,0,0,0
"Tm4sf19",0,0,0,0,924,0,28,0,0,28,0,0,0,0,0,0,0,0
"Tm4sf20",0,0,420,0,1008,168,28,0,0,56,0,0,140,0,56,0,0,0
"Tm4sf4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tm4sf5",0,0,0,1176,56,3052,28,0,0,140,0,1260,0,0,0,0,112,0
"Tm6sf1",0,2016,420,112,0,868,2436,1596,2464,616,1008,3192,280,336,2240,28,0,84
"Tm6sf2",56,812,2380,1092,476,2184,392,812,0,56,252,56,840,840,476,56,0,1232
"Tm7sf2",1400,364,644,3556,1064,2688,2016,1596,1148,1316,1512,5012,5768,8036,5348,1960,504,840
"Tm7sf3",8792,11200,5712,20804,25648,25704,7980,8848,6972,18452,15540,18144,19320,12208,11928,2716,2072,5964
"Tm7sf4",0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
"Tm9sf1",1596,448,1400,7280,4340,5544,4732,4732,4676,13076,12964,9912,8288,14952,7476,1904,2044,5068
"Tm9sf2",25116,21504,23968,40236,32928,45584,56952,65240,60116,67648,74536,99960,72632,81116,63868,21112,13076,25284
"Tm9sf3",22344,34412,24500,74732,70980,81648,96936,125104,98476,119448,137060,168560,154140,191408,116844,41076,27412,42840
"Tm9sf4",5208,15316,2044,34216,26208,25004,32312,33516,25312,45640,41076,55048,43652,32172,37016,9884,9016,15624
"Tmbim1",448,1120,1036,4816,1820,2520,2632,1540,3248,6608,2772,9296,9072,2128,2800,1008,420,616
"Tmbim4",1624,2604,1176,3332,4816,6412,11396,14028,12600,9128,10892,9884,4508,9576,12012,10864,1680,3276
"Tmbim6",22456,29176,14560,60172,49868,30184,67788,55888,62888,94472,97216,96096,94024,130200,89488,19460,15624,30996
"Tmc1",0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0
"Tmc2",0,0,224,0,0,0,0,0,0,28,28,0,140,28,0,0,0,0
"Tmc3",1400,700,924,3360,1036,2072,5292,5796,4312,5908,6944,7588,10052,4032,2548,448,700,840
"Tmc4",140,0,3164,840,728,196,252,112,28,532,392,420,56,560,1344,1316,56,28
"Tmc5",2408,2576,728,9156,6076,10248,5376,7448,4676,5404,6048,7448,6356,7476,9688,2828,812,1680
"Tmc6",364,56,392,1092,1260,2044,196,0,0,0,84,0,0,392,0,2324,0,84
"Tmc7",616,1120,8904,14280,7448,10024,2100,2324,1400,4340,4844,7112,6300,9716,3136,4004,1372,3556
"Tmc8",0,0,0,56,448,476,0,0,0,84,0,336,0,28,0,0,140,0
"Tmcc1",37072,23856,43568,77616,60032,76832,126728,135856,143640,106792,123172,176064,139412,159572,147728,36232,30268,39424
"Tmcc2",3808,8204,2856,19180,9940,9996,13188,14336,15456,24612,19516,22932,10780,20356,12068,4256,3528,5712
"Tmcc3",2968,4592,7812,13216,16604,7532,9156,8484,6244,18564,16408,18984,29624,31864,25592,6748,3192,6496
"Tmco1",4984,4368,4508,12628,10192,10136,12656,11872,6916,15232,17836,17220,13244,23576,13440,3360,2968,4984
"Tmco2",0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0
"Tmco3",112,224,280,2520,5264,1540,5908,6356,5404,9016,11872,9828,11592,11620,7812,2072,1848,3528
"Tmco4",0,0,84,28,0,0,0,28,308,224,392,924,56,56,140,28,28,0
"Tmco5",56,0,0,1092,2212,420,308,840,28,0,28,140,56,1680,56,28,0,56
"Tmco5b",0,0,0,0,0,0,0,0,0,252,0,84,0,476,28,0,0,0
"Tmco6",476,3864,812,2268,1708,952,2688,1932,784,2184,1372,2100,4536,4004,1008,504,168,980
"Tmco7",476,28,0,1652,504,1120,1596,1596,4872,700,2660,2100,2072,1624,5124,1176,644,392
"Tmed1",28,3332,308,448,532,112,812,112,476,1064,924,896,1792,2212,476,196,112,476
"Tmed10",20076,16688,18620,50092,41692,53844,55776,65352,66444,67956,64960,77420,71428,82264,75768,15288,12628,27664
"Tmed11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmed2",9996,6524,14140,18508,21924,20356,22708,26600,18536,43456,28672,28616,45724,39704,29820,14224,7616,10304
"Tmed3",476,0,560,3080,1848,2016,2632,2212,952,3752,4340,6608,2968,3612,560,1008,1288,2940
"Tmed4",7000,6328,12852,32256,30380,43764,42616,44100,36344,73752,56252,68068,43120,64988,42560,16800,9660,17500
"Tmed5",2744,6468,3360,7952,13244,12712,19488,29904,35868,26236,30100,44912,18676,23800,16436,5264,3612,7112
"Tmed6",0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmed7",22652,43568,16688,33012,46200,44968,41860,53312,48916,57652,64652,82516,78372,82068,69188,20244,11368,19880
"Tmed8",3892,18032,23744,38752,32284,26572,26712,25676,31696,59612,59892,65408,46284,77896,47348,21364,12320,27216
"Tmed9",20188,12936,17276,32900,29120,20888,38388,51408,46368,49560,50540,63420,42000,56504,44464,15092,7560,16072
"Tmeff1",4284,7896,10024,25172,16296,24276,27272,37548,38416,6860,10500,12320,50792,64344,39760,14560,10192,16184
"Tmeff2",28448,19264,16576,119560,91196,119560,100212,116312,104188,155988,137312,204876,24304,37296,19180,8400,9016,24724
"Tmem100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem101",3500,28,1680,4200,1960,784,2436,2828,4116,5012,4004,6272,5292,3976,2100,1092,924,1988
"Tmem102",0,0,0,0,56,0,0,0,0,112,28,308,0,0,0,0,0,28
"Tmem104",2604,4760,8736,8988,6524,4172,10920,6860,6692,14392,12684,22344,11060,13412,17248,5180,2940,3500
"Tmem106a",112,0,0,588,280,140,0,0,28,28,112,28,700,0,112,196,28,56
"Tmem106b",54348,65156,71036,136836,131488,166180,170716,224084,208012,251972,242172,254184,232708,236964,196728,42700,36512,70812
"Tmem106c",2268,112,0,1400,3024,4004,4760,4956,4424,6076,9100,6720,4284,5936,5124,252,1372,1932
"Tmem107",28,2212,4368,616,756,1204,784,924,1260,308,1120,728,1148,1820,1008,140,588,784
"Tmem108",32396,64736,36372,38752,38584,32928,23856,21868,14700,27300,21280,33180,588,336,5628,1540,308,392
"Tmem109",3108,4368,4424,8624,7224,6636,3332,1344,2380,10052,3220,9128,7616,9016,3864,2352,2044,2520
"Tmem11",4032,4396,588,6272,3332,5236,8512,8064,7224,8316,9464,11396,8092,12824,9716,2912,2912,3864
"Tmem110",112,448,1120,6328,3192,6272,2884,4200,2772,4228,7084,3612,8400,5012,9044,1904,1120,1372
"Tmem111",5964,7728,7000,17892,15456,22036,31080,24276,33936,28140,35672,43036,37856,43652,31164,9128,5992,9324
"Tmem115",56,280,6244,1400,2016,1064,3136,2828,2996,4648,7476,7112,6104,7504,6552,924,700,1792
"Tmem116",644,196,168,2072,1204,588,644,952,1120,392,672,924,1204,3640,924,0,84,168
"Tmem117",3668,4480,616,3864,3640,6272,1792,2940,3024,3052,4704,2744,1652,1596,896,364,616,1316
"Tmem119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem120a",224,140,504,1680,476,812,1148,588,2296,1820,2072,1176,3192,1596,1260,952,420,840
"Tmem120b",5236,2044,140,2632,924,1316,2352,812,2100,1232,3052,2324,2100,3332,980,2912,1512,952
"Tmem121",0,0,56,420,224,224,308,224,364,308,420,504,700,1540,196,1008,140,2800
"Tmem123",196,2632,1036,5796,7560,6496,2464,5432,1540,2828,588,2408,4508,4060,2324,952,336,644
"Tmem125",0,0,308,0,0,0,84,84,0,56,0,0,0,0,0,0,0,0
"Tmem126a",4424,4480,4228,13496,10024,15204,11452,13440,11368,9912,11844,14000,14112,14644,9828,3164,1092,3864
"Tmem126b",6104,4228,9380,7196,10556,8064,17248,19264,15960,23072,22260,22652,16100,16716,16688,3220,5404,5628
"Tmem127",7224,8568,3528,40040,25928,31052,54516,73220,52136,77924,77140,117684,75796,101248,75124,20720,12516,28140
"Tmem128",896,868,1960,2072,588,2408,4844,1876,3612,3948,4732,7812,5572,8484,5880,392,2016,1596
"Tmem129",924,56,2016,2156,3500,3612,6384,2604,3304,3780,5292,6468,4312,5460,2240,1288,868,1176
"Tmem130",17304,2548,6552,29624,22512,20664,28112,19824,19460,39788,43316,54488,27020,24276,25116,16324,13384,18564
"Tmem131",77112,42140,80976,102144,94192,115108,97104,103236,74396,118020,123928,142772,180824,182924,132664,41580,20552,39452
"Tmem132a",10808,3780,1232,6552,6804,6076,4004,3388,1568,7588,7868,7812,9464,10836,7980,3444,1036,4676
"Tmem132b",8960,2856,4312,5712,5908,4564,5880,6916,4928,11732,14420,16716,13972,11340,10024,3024,896,3528
"Tmem132c",0,0,0,196,0,0,0,0,0,3528,9408,19768,140,140,168,84,0,0
"Tmem132d",0,0,28,140,28,420,84,0,0,84,336,2016,10080,14252,9828,952,1484,1512
"Tmem132e",224,0,0,6608,1540,3920,140,448,840,420,84,0,700,196,336,84,840,280
"Tmem134",476,2492,588,3612,1624,1260,1400,2436,504,1820,1624,2100,2016,3808,2184,1064,252,1120
"Tmem135",8036,5152,20664,17444,17444,17584,31836,56224,39312,44156,40292,41440,35588,34776,34888,8568,6020,11816
"Tmem136",9156,2576,5824,7028,9800,8484,6384,9128,11984,5992,10136,10752,14336,20636,9884,3752,2856,4592
"Tmem138",1288,2520,1064,5964,3808,2576,4816,3108,2380,3920,4900,5572,2548,2744,2856,3920,448,2156
"Tmem139",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
"Tmem140",140,84,0,140,336,0,0,112,0,56,280,532,28,28,420,0,28,0
"Tmem141",0,0,0,140,1288,112,2212,1540,1736,1932,2828,2464,476,1316,616,1512,56,812
"Tmem143",3360,5348,0,4256,1008,1652,3472,2744,4004,5292,3108,3416,6664,8288,4116,3248,1260,1288
"Tmem144",5152,3108,784,8904,4928,8008,7840,8288,7364,5096,4424,8876,4788,5768,3612,1288,28,1260
"Tmem145",1540,2016,616,4088,2940,4788,2128,2492,840,6300,4816,6412,1092,924,1596,1148,252,532
"Tmem146",0,0,0,784,28,112,0,112,56,56,196,812,28,0,0,0,0,56
"Tmem147",4620,7196,9436,3668,4788,6412,6384,6300,6384,9996,8260,13720,5684,13244,5936,2352,1792,3444
"Tmem149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem14a",4256,588,1904,6328,9156,10164,18284,15596,20440,21224,17948,16716,18004,26600,23352,5964,3024,5292
"Tmem14c",1736,3836,5012,2548,2884,1764,6244,7280,7588,8148,7868,6048,9800,11760,11312,2044,1512,3360
"Tmem150a",2492,2464,1344,1988,1176,1820,1792,1764,1288,2520,504,1400,2548,1204,1400,308,924,1960
"Tmem150b",4872,28,476,1540,0,1512,28,112,0,0,168,112,140,28,868,28,0,308
"Tmem150c",33068,31500,10528,36288,28728,40348,43120,34104,31640,38192,51520,70056,45556,73584,70252,18340,10108,22064
"Tmem151a",17668,7336,13188,16800,17276,13300,50988,35140,43680,56952,55804,61656,82488,90272,67732,13720,9044,18536
"Tmem151b",1176,756,2156,756,588,1820,2212,1764,1008,2212,1708,504,1260,980,392,28,224,476
"Tmem154",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem156",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem158",56,364,84,3024,980,2968,6412,7504,6692,2268,2856,5432,37184,68012,39676,4116,4620,9800
"Tmem159",364,0,2240,7588,12488,6776,5516,5040,2856,7448,8568,5712,728,1456,252,448,280,3444
"Tmem160",2380,3164,1288,112,504,224,1652,1008,812,3976,1372,4452,1904,2744,3164,364,224,448
"Tmem161a",2128,3836,1904,3920,6384,5320,5488,2856,4312,4004,5544,5992,5040,11228,6076,3248,1848,2100
"Tmem161b",3640,8764,8848,16212,20440,23268,9772,15904,12600,13300,15260,15596,17808,11760,8624,6468,4088,6076
"Tmem163",84,28,1344,3556,3388,3416,7532,11004,11396,12768,7336,8652,4060,6580,5572,2436,2352,7028
"Tmem164",4368,196,840,3388,3388,3836,896,2128,0,196,1512,1624,224,0,812,112,140,1316
"Tmem165",3220,2940,3948,8876,11676,12124,12432,18396,21308,15932,18788,20888,15932,16716,9492,11480,2604,5572
"Tmem167",18788,32452,12880,55412,68292,69244,42028,59388,55888,46676,57232,71036,99512,127036,88676,16520,13440,21140
"Tmem167b",6328,12180,22288,26600,33880,30632,34300,39704,36400,39284,47264,51772,69244,75796,77084,16912,10892,15400
"Tmem168",616,2464,2912,6804,3584,4816,5628,3444,7308,8484,6496,8232,5208,9688,7224,3360,2352,2268
"Tmem169",1120,2128,1708,3500,6356,3696,2800,5992,7560,10444,9744,11312,9240,13328,11956,1512,1204,4984
"Tmem17",0,0,0,2492,1764,644,2772,3108,3136,1820,3052,3472,1456,2856,812,112,896,1512
"Tmem170",2268,448,5040,1848,1568,588,1960,756,1652,4228,756,1008,1876,1680,1484,168,364,476
"Tmem170b",40152,37492,60368,133308,140616,159460,108360,142100,138824,184464,169596,193284,158452,207032,152544,44744,31696,44100
"Tmem171",0,0,0,2996,6860,6496,28,0,0,980,1568,1288,0,0,0,1148,0,196
"Tmem173",0,0,0,0,0,0,0,0,0,84,0,336,0,0,0,0,0,0
"Tmem174",0,28,0,56,28,196,0,0,0,84,0,0,0,0,0,0,0,0
"Tmem175",4424,3612,3192,13384,7728,14112,17808,12152,14336,21672,26656,29792,22176,22624,19404,10136,5516,7028
"Tmem176a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,56,224
"Tmem176b",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,140,140,196
"Tmem177",420,0,84,476,4592,1876,3136,2128,1848,4368,6300,3024,4452,5180,868,1064,700,1428
"Tmem178",20328,21504,5796,11536,17052,20468,57372,58604,55720,98028,79296,57372,37016,42812,36008,5432,2772,6580
"Tmem179",4144,728,2268,19488,8176,14420,34188,30800,25368,44688,58296,67816,46704,62832,47992,12796,8092,19180
"Tmem179b",84,1400,1652,1904,2688,3612,1064,3052,196,616,728,1736,1932,812,756,504,420,504
"Tmem18",2492,3836,15596,11620,21364,17724,20692,25788,20496,29120,26656,32032,20860,13580,10864,5320,4396,5600
"Tmem180",9940,9100,2156,5768,5180,4340,13216,6384,8260,10388,13860,14084,10920,12628,7336,1232,1708,2800
"Tmem181a",1652,2324,980,2548,1736,2884,4228,4004,2884,3164,3948,3668,3752,5012,3136,1092,1400,1428
"Tmem181b-ps",25984,9128,13300,55496,38808,52220,60144,55300,54068,29820,34972,34888,65380,55020,56280,18424,14224,14700
"Tmem181c-ps",0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem181d-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem183a",16744,9436,5628,16072,14700,20020,25144,32396,20608,29400,33600,51604,38192,38696,23044,13076,7140,14672
"Tmem184a",0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,56,56
"Tmem184b",1792,5936,3836,7896,9212,13188,21476,13468,10472,17080,18732,37044,13776,19880,7028,4956,2100,6524
"Tmem184c",7364,5796,20860,17472,17556,19712,36092,41216,31360,47628,37772,56168,51044,59108,35476,7112,9548,14448
"Tmem185b",364,140,2940,448,1428,5012,6048,1820,2660,5964,5964,6748,6468,6692,5572,896,812,1596
"Tmem186",1064,84,280,1764,560,2632,728,1456,1876,2100,3220,3808,4648,3332,4144,1820,560,1596
"Tmem188",7700,7980,8092,17248,22288,20048,23828,32620,25032,22540,26012,35140,30968,53368,26852,5348,4452,7336
"Tmem189",1008,2156,3528,1764,4256,2828,5824,6188,5684,5404,5964,4480,8316,8596,5516,1428,700,1904
"Tmem19",6692,11200,700,5208,6104,8092,6720,6552,6524,19628,22372,15120,14224,12096,11984,2408,3976,5124
"Tmem190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem191c",2716,3836,224,15512,6888,5964,5040,10192,8204,5768,7672,13664,21504,29792,21728,4956,2884,4592
"Tmem192",1932,672,308,3248,1708,1400,2632,2884,3836,5404,3752,3276,3164,3528,1344,1568,1036,1876
"Tmem194",0,644,2996,4424,6580,5656,2380,1568,3584,2156,6300,4256,3584,5068,10920,1232,896,784
"Tmem194b",1204,252,0,1148,980,1652,2184,140,868,1736,1372,2492,616,2352,1596,1932,280,224
"Tmem196",224,0,0,196,84,336,9464,17808,8344,3640,6720,9352,6468,6636,840,0,84,896
"Tmem198",8624,6972,4788,5236,4676,7084,7896,3892,5264,3640,5040,7672,13300,12936,10668,2072,896,2856
"Tmem198b",168,280,392,2296,336,560,784,392,252,280,1540,504,84,56,196,140,308,28
"Tmem199",8848,1008,700,3332,7532,4116,8568,9856,6384,8764,7504,13356,10108,19152,6300,2660,2016,4620
"Tmem2",2912,4816,3388,8316,6132,14616,3696,4116,2856,10220,8540,9576,2324,2884,1820,2072,2604,2828
"Tmem20",308,1120,2688,448,2716,336,1372,1064,280,308,140,812,1400,672,896,1288,252,84
"Tmem200a",112,84,28,644,728,504,8400,6776,6552,18816,19516,10836,35868,32788,34132,7644,6216,6944
"Tmem200b",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem201",11676,6160,13020,18088,14364,20692,18368,17640,22232,25592,32228,31024,21616,22736,22960,6440,6188,9744
"Tmem202",0,0,0,56,0,1708,588,112,224,168,196,1176,0,112,0,0,0,56
"Tmem203",280,756,532,4872,5096,4564,2548,4816,2352,5936,3500,4648,4284,2660,5180,1764,924,980
"Tmem204",0,0,0,112,0,560,280,0,0,56,420,196,336,532,0,140,0,28
"Tmem205",2884,2828,280,1316,2240,1876,2128,868,616,3360,1680,2044,4872,3052,2660,812,308,644
"Tmem206",4004,28,140,5516,1316,4256,2100,3416,4004,4704,5712,4592,2576,3444,980,1568,1400,1848
"Tmem207",0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem208",2716,4984,6328,2772,2100,2604,4088,5292,4788,2604,6468,6776,5320,4396,5740,812,896,2156
"Tmem209",2492,3808,5292,12600,14280,9688,9324,11368,15540,14560,14112,21616,12656,16940,6020,2884,1988,3808
"Tmem210",0,0,280,3696,56,1540,616,1344,420,700,1316,896,1148,924,2240,1036,0,504
"Tmem211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem213",0,0,0,0,952,84,56,0,0,0,0,0,56,0,0,0,0,0
"Tmem214",14728,16632,5544,18676,11704,18676,20636,13916,9716,28140,25396,34160,25088,21812,13132,5796,5516,12460
"Tmem215",252,392,0,4788,4732,2968,21252,20048,14224,7168,7336,9184,0,0,112,308,112,336
"Tmem216",560,476,4032,2548,2156,3696,784,2072,1232,3444,2072,2156,1820,4228,840,1932,1008,812
"Tmem217",0,0,0,0,0,0,0,0,0,0,56,28,28,0,0,0,0,0
"Tmem218",448,896,168,392,2716,2044,2156,2100,2296,4592,3360,2044,4928,5096,2240,588,280,1904
"Tmem219",2772,56,1792,952,672,2044,1764,700,1316,3472,2660,1512,4312,2772,1120,868,980,728
"Tmem22",952,140,1120,1484,1988,784,728,588,840,1008,1008,532,6300,4872,5880,112,196,532
"Tmem220",0,616,28,308,168,308,28,420,28,308,224,756,280,28,56,28,0,56
"Tmem221",0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem222",11508,2296,7280,6776,9380,6720,16520,16968,13804,18396,21084,21420,17696,23800,26068,4872,2660,5992
"Tmem223",26096,9128,6104,10248,14056,11368,15008,8708,13468,13832,13328,18536,19404,19684,14700,6776,2632,5628
"Tmem225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem229a",252,504,84,5600,5740,9296,12292,13272,9716,23464,27188,28812,37856,33152,17892,4032,6328,6888
"Tmem229b",1092,2716,1876,3696,5040,4564,8624,10556,12852,10668,9184,21840,10808,7476,5936,1680,1372,2436
"Tmem231",952,3444,3724,11340,11536,9184,5208,3976,2996,7840,10612,6888,8932,11172,14896,2912,2268,5516
"Tmem232",0,0,0,56,252,56,476,392,84,112,196,364,1372,392,1512,0,672,0
"Tmem233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem25",5068,2464,7532,9520,7084,6860,24808,16576,14476,15820,16968,19012,5852,10136,12096,5264,1792,4396
"Tmem26",0,0,0,0,224,84,28,0,0,0,0,0,0,0,0,112,56,56
"Tmem27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem28",4452,9100,1512,4704,13468,8372,7840,4844,6440,9240,9212,10584,10220,9128,9660,952,2576,2772
"Tmem29",224,5320,896,6720,6748,5488,2044,3640,5096,8120,6776,7308,6776,10360,5656,2436,1148,2688
"Tmem30a",67340,77392,50316,118328,132832,128268,315504,534576,503328,290276,291004,469952,234136,296744,206332,71484,50400,100548
"Tmem30b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem30c",0,0,0,56,0,448,0,0,0,56,448,28,28,56,0,84,0,196
"Tmem33",26992,22848,19432,58940,75460,72548,101276,138236,119280,115388,119028,121688,138320,132104,122276,25704,18452,34776
"Tmem35",10080,1596,12152,34552,38136,33600,18200,18872,27944,35280,34888,24248,22932,23044,9688,13776,8176,13916
"Tmem37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem38a",22960,16576,13048,36484,18088,27356,42896,54376,44240,42588,45920,59836,64316,89040,55776,27776,10976,23240
"Tmem38b",3500,2464,3024,8064,13300,11060,5516,7280,3444,8120,10472,11564,17444,15708,18032,1596,952,2296
"Tmem39a",728,3108,2324,13356,12544,10192,5880,3612,2380,7280,5040,6496,9184,5096,2772,728,252,1036
"Tmem39b",1708,7672,5264,7028,3836,4816,3528,3276,2436,5796,6244,5264,7336,3640,6692,1596,532,2576
"Tmem40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem41a",3248,1148,672,2856,4760,3052,11704,16156,12348,9044,8148,8512,4816,11480,6832,1904,700,3052
"Tmem41b",7588,3052,6132,21168,7364,16128,28112,30520,28840,26936,27832,32452,29708,29148,23268,7868,5572,8624
"Tmem42",2016,1988,1876,3584,2772,896,5712,4928,4956,6524,8484,7840,6272,13916,4032,2576,1316,2128
"Tmem43",6160,3332,7476,7028,7756,10920,8512,6636,5992,11256,9800,16296,8932,10864,7784,3080,1372,2800
"Tmem44",0,0,0,84,84,140,224,672,196,308,3808,8288,7000,6692,10276,8540,1316,1092
"Tmem45a",0,0,0,0,0,0,0,0,0,28,140,28,0,0,0,0,0,0
"Tmem45b",0,28,0,0,0,476,0,0,0,84,0,168,28,0,0,0,0,0
"Tmem47",22232,15624,21812,38192,47908,41804,16520,27328,17276,28168,17724,23688,16044,22456,16240,6132,5824,8680
"Tmem48",2408,11676,2492,9100,13244,9240,7532,8372,6048,13076,19656,15820,12488,12432,5740,7784,3780,6132
"Tmem5",6608,2184,1120,7224,11200,12544,8008,14784,16912,11200,14896,13944,13916,14644,12488,3276,2828,6692
"Tmem50a",5824,6692,7084,8764,13132,7448,22876,24444,31892,28644,31780,44128,36848,49616,34580,10752,9044,15876
"Tmem50b",5628,12320,19684,25788,28896,23996,75432,69888,62552,117936,117936,125496,106316,130956,103292,35616,23464,43512
"Tmem51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem53",1204,448,0,0,0,280,1876,2688,112,1176,140,700,56,28,56,56,28,252
"Tmem54",0,0,0,0,0,0,0,28,0,0,0,0,420,56,56,0,28,0
"Tmem55a",3444,10640,6216,7420,10052,9744,15288,23940,26124,31360,27328,32396,26740,21588,22260,5712,4788,6188
"Tmem55b",4452,2632,8764,21616,10080,9996,11928,12432,8624,15680,17528,21532,21504,13748,12208,3948,4172,5348
"Tmem56",4228,10192,3948,27636,24136,39788,73360,77392,77588,77868,69440,78260,52472,85092,49000,23856,19320,26684
"Tmem57",5348,5796,16520,40404,23968,29288,30212,40516,25788,43288,46340,57652,38696,45920,37940,14560,7420,12236
"Tmem59",15148,8960,9996,36988,33712,29736,35168,35952,45332,44156,41776,43848,33880,46172,31780,10332,8708,14672
"Tmem59l",33852,26908,60088,53592,52388,57596,121016,81928,87388,105056,115668,105000,106288,120792,111496,27972,17108,31528
"Tmem60",4088,4228,7448,9828,14364,14728,16996,29764,25704,15344,17444,20860,29092,24808,20412,6356,2884,7728
"Tmem61",0,0,0,84,280,56,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem62",1120,1596,3332,5348,2408,3864,8120,8960,7084,4032,9128,11284,7364,5544,9072,1820,1792,3248
"Tmem63a",0,0,0,0,0,0,392,0,0,56,364,0,112,0,84,0,0,0
"Tmem63b",18088,16464,13076,48972,60172,30744,73248,59164,26404,71372,65016,93212,80136,92372,85680,28112,13664,26796
"Tmem63c",14280,2828,5628,14700,24024,16576,39648,30016,28448,36204,41664,38836,25592,25480,19656,6468,4032,9380
"Tmem64",10948,15092,13440,28028,41916,45500,29484,40572,30296,49084,46368,50120,50764,54152,35588,13384,7756,16296
"Tmem65",16604,2716,4228,29652,29232,24836,51912,88032,80640,34300,31836,70392,59808,93660,46984,17248,15204,30044
"Tmem66",48188,15652,27720,19852,23520,19936,42224,44296,29708,54012,41580,47964,49560,48188,37408,9380,9744,16576
"Tmem67",3108,3976,2324,13076,11200,11228,4620,4340,5404,7840,7112,7140,5516,10808,6860,3220,2716,5124
"Tmem68",13692,9156,14112,30744,27860,31864,38640,49028,46844,57372,57008,71064,75208,95732,58016,18620,9604,14280
"Tmem69",10080,1092,868,7896,6440,2940,5740,5516,2380,6860,5068,6328,10640,5852,5628,364,420,1176
"Tmem70",6216,4312,6216,11060,14112,11928,18144,24388,22036,30940,28560,27720,23772,28924,20272,7532,3360,7420
"Tmem71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
