"","143B-CA1-1","143B-DG-1","144B-CA1-1","144B-CA3-1","145B-CA1-1","145B-DG-1","146B-CA1-2","146B-CA3-2","146B-DG-2","147-CA1-4","147-CA3-4","147-DG-4","148-CA1-2","148-CA3-2","148-DG-2","148B-CA1-4","148B-CA3-4","148B-DG-4"
"Myof",0,4,10,0,0,0,0,19,0,0,28,0,0,36,0,0,45,0
"Myog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myom1",2,0,0,0,17,0,0,15,0,0,0,0,0,0,0,0,6,0
"Myom2",0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,4,0
"Myom3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0
"Myot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Myoz1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Myoz2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myoz3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mypn",0,0,2,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0
"Mypop",93,65,134,53,62,63,43,47,1,5,39,0,73,110,144,5,139,38
"Myrf",46,31,43,36,67,22,30,169,0,0,23,6,76,120,38,0,244,20
"Myrfl",1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Myrip",122,105,189,106,144,121,67,187,5,25,105,1,59,147,88,33,241,61
"Mysm1",44,115,83,28,33,96,34,90,10,0,2,1,78,75,82,4,78,54
"Myt1",14,81,25,23,12,48,4,26,0,0,0,19,20,39,82,0,48,7
"Myt1l",628,541,837,220,639,360,507,365,28,61,54,3,608,309,556,78,595,230
"Myzap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mzb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mzf1",28,26,30,6,31,37,28,4,2,8,1,0,27,13,89,11,53,16
"Mzt1",139,184,165,89,155,105,64,92,11,19,30,12,67,105,156,26,151,68
"Mzt2",26,39,52,17,29,8,15,53,1,0,10,0,7,8,27,0,40,17
"N4bp1",119,130,149,57,111,151,70,64,11,0,33,1,174,111,104,23,168,48
"N4bp2",8,74,37,0,24,76,9,5,0,0,1,0,5,29,28,4,17,20
"N4bp2l1",42,102,60,30,38,86,32,54,1,10,16,1,64,52,76,0,101,27
"N4bp2l2",33,62,78,12,54,103,47,24,0,1,7,0,42,40,151,7,66,38
"N4bp3",45,8,79,9,48,1,21,27,0,0,0,0,10,24,0,0,50,10
"N6amt1",20,46,41,11,35,41,11,40,2,2,15,0,27,57,71,0,52,22
"Naa10",42,51,59,9,19,24,29,39,0,0,19,10,17,83,98,0,28,14
"Naa11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naa15",93,121,160,38,96,116,54,151,11,42,61,0,120,181,151,18,221,35
"Naa16",9,20,10,0,29,27,15,52,0,0,0,0,41,26,52,8,12,4
"Naa20",67,46,47,30,57,35,15,96,10,15,24,1,16,48,72,9,76,53
"Naa25",49,113,160,76,157,73,57,64,7,0,30,7,72,140,126,0,157,24
"Naa30",49,89,152,32,107,64,72,70,7,0,37,3,76,68,102,11,93,39
"Naa35",46,104,104,59,57,50,36,94,0,1,69,1,101,114,133,16,164,29
"Naa38",35,38,30,38,52,25,17,27,1,0,11,5,54,41,64,9,69,31
"Naa40",51,125,45,18,70,131,23,64,5,6,1,25,90,61,139,2,98,36
"Naa50",140,175,219,77,153,118,92,162,4,27,70,20,155,117,296,32,229,66
"Naa60",99,166,106,61,99,106,42,113,15,4,78,36,64,93,283,10,155,78
"Naaa",46,37,44,14,75,37,12,64,0,0,10,13,16,30,51,10,71,11
"Naalad2",7,0,7,0,1,5,0,0,0,0,0,0,0,13,2,6,5,0
"Naaladl1",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6,1
"Naaladl2",2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1
"Nab1",26,49,51,23,31,30,25,36,1,0,33,27,78,86,64,10,84,15
"Nab2",127,151,126,67,124,97,72,35,0,0,3,0,95,135,178,0,166,62
"Nabp1",27,9,11,18,1,20,18,36,1,1,19,0,41,53,3,2,72,12
"Nabp2",97,140,204,50,65,73,42,109,0,1,57,2,43,174,185,16,194,53
"Naca",168,289,279,88,176,160,81,224,4,17,112,0,115,192,263,45,259,139
"Nacad",79,83,88,19,72,36,36,160,13,8,21,1,65,117,77,14,148,28
"Nacc1",274,327,273,166,352,239,152,249,8,13,114,2,257,316,245,12,456,110
"Nacc2",168,105,168,70,226,94,67,173,0,0,4,30,119,188,21,17,239,41
"Nadk",140,134,186,40,219,65,51,133,3,10,21,0,110,66,105,6,145,43
"Nadk2",72,79,82,42,116,25,38,69,2,0,1,0,62,60,82,16,102,23
"Nadsyn1",0,3,19,5,7,14,4,12,0,0,0,0,0,18,2,7,36,3
"Nae1",45,54,75,32,80,34,29,54,1,26,19,4,70,76,40,8,95,41
"Naf1",19,71,20,15,56,40,20,41,3,6,1,38,13,42,54,1,38,24
"Naga",14,34,55,9,27,26,4,28,1,0,1,0,10,14,65,0,37,8
"Nagk",22,24,61,20,39,21,8,72,1,0,29,0,38,53,77,0,129,15
"Naglu",4,14,5,10,17,13,4,19,0,0,0,0,10,42,26,0,47,5
"Nagpa",23,11,16,13,13,8,10,30,0,8,1,0,9,24,25,0,12,3
"Nags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naif1",16,20,4,15,10,0,15,21,0,0,1,0,10,18,7,0,8,3
"Naip1",0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,1,0
"Naip2",0,0,0,4,3,1,0,0,0,0,0,0,21,0,2,0,21,0
"Naip5",2,10,0,14,0,5,0,0,0,0,0,0,3,4,0,0,0,2
"Naip6",0,6,4,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0
"Nalcn",157,163,155,128,177,199,142,218,28,39,47,17,151,235,118,51,328,63
"Nampt",104,113,135,73,66,96,71,96,2,12,31,0,129,154,228,12,175,54
"Nanog",5,3,4,1,0,1,0,0,0,0,0,0,0,16,15,1,1,0
"Nanos1",38,53,40,18,26,47,19,28,1,1,1,0,29,49,60,0,55,18
"Nanos2",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Nanos3",6,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,1,0
"Nanp",0,0,0,0,0,16,0,0,0,0,0,0,13,0,0,0,0,16
"Nans",30,31,34,11,21,15,17,24,0,2,39,0,21,38,36,0,76,7
"Nap1l1",194,253,324,164,235,184,114,288,14,1,99,2,169,289,330,45,511,112
"Nap1l2",151,139,180,123,182,105,113,285,11,14,60,2,154,280,146,12,398,87
"Nap1l3",63,51,73,56,36,25,25,105,3,0,26,0,49,82,57,31,190,17
"Nap1l4",101,206,133,58,123,121,35,222,4,16,102,19,93,179,299,11,282,80
"Nap1l5",300,337,362,146,282,115,125,251,19,20,71,45,326,152,114,26,286,88
"Napa",354,883,562,351,427,583,169,583,63,32,275,59,409,632,1036,90,826,296
"Napb",659,711,1005,590,832,627,482,1528,35,96,486,20,1051,1614,984,201,2097,447
"Napepld",6,137,17,84,11,85,22,41,4,1,15,2,1,94,166,4,108,42
"Napg",227,264,421,261,245,182,219,497,16,30,167,3,257,529,272,53,783,125
"Naprt",18,44,28,6,25,8,4,19,0,0,0,0,0,4,45,0,7,1
"Napsa",0,2,4,0,0,1,0,1,0,0,0,0,14,6,7,0,0,0
"Narf",66,101,178,72,51,69,47,127,0,2,0,4,45,144,69,6,198,29
"Narfl",57,113,78,17,41,33,31,75,4,0,43,13,61,51,83,5,84,13
"Nars",274,302,517,252,345,171,170,431,6,34,167,3,344,480,285,76,825,119
"Nars2",25,27,55,9,18,18,15,35,6,0,15,0,10,58,20,3,48,3
"Nasp",18,85,58,13,23,52,12,20,0,7,23,0,40,52,58,1,72,8
"Nat1",4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,6,0
"Nat10",75,150,64,29,38,81,65,44,3,0,25,1,105,62,161,8,104,50
"Nat14",123,109,180,44,180,52,64,158,4,0,41,20,157,164,136,38,213,25
"Nat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Nat3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nat6",20,3,62,0,69,11,8,31,4,0,28,0,1,16,0,5,42,21
"Nat8",0,0,1,0,0,1,0,0,0,0,0,0,8,1,0,0,1,0
"Nat8f1",8,4,15,1,6,4,2,1,0,0,0,0,25,11,17,0,14,0
"Nat8f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nat8f3",2,0,17,0,0,1,1,3,0,0,0,0,0,9,0,0,13,0
"Nat8f4",9,10,14,6,19,0,2,23,0,5,0,0,4,4,13,0,7,0
"Nat8f5",0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,4,3
"Nat8f6",3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Nat8f7",0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nat8l",946,548,1497,357,1277,557,624,899,50,95,189,19,1025,1050,738,77,1374,261
"Nat9",18,21,9,5,6,4,4,65,7,0,0,0,10,25,5,1,67,3
"Natd1",28,11,13,3,22,15,18,30,1,0,0,0,5,16,13,2,35,14
"Nav1",350,526,460,155,363,307,417,510,14,23,131,59,580,416,574,59,797,161
"Nav2",165,260,222,49,299,247,173,145,38,1,44,19,245,233,468,36,227,66
"Nav3",123,67,133,61,85,68,124,188,0,1,21,2,218,180,87,37,223,47
"Nbas",59,81,50,48,26,61,44,101,1,8,3,0,1,43,123,30,134,17
"Nbea",786,860,1159,367,817,925,779,475,25,86,204,45,1642,614,906,103,1032,262
"Nbeal1",75,26,103,10,117,20,33,73,2,4,13,0,24,82,87,16,67,16
"Nbeal2",6,139,68,33,15,84,8,51,9,0,1,0,25,127,139,0,96,16
"Nbl1",273,67,399,117,240,33,100,296,2,8,81,2,107,370,39,41,508,40
"Nbn",42,22,65,17,39,1,13,23,0,0,0,0,25,26,35,0,24,10
"Nbr1",201,358,283,115,214,317,140,306,17,29,66,36,249,313,401,28,418,116
"Ncald",76,1923,99,827,42,1360,94,1816,109,24,482,58,109,1729,2020,12,2604,786
"Ncam1",306,763,599,234,433,601,201,354,33,24,59,27,595,365,744,51,868,214
"Ncam2",35,97,47,24,18,182,34,44,5,0,14,0,50,103,122,1,172,35
"Ncan",439,537,722,195,748,564,364,476,33,16,111,32,674,431,518,34,831,186
"Ncapd2",40,88,76,29,15,85,14,77,2,0,1,0,40,31,83,0,65,26
"Ncapd3",21,76,91,25,64,59,8,53,1,0,4,0,31,63,110,16,73,7
"Ncapg",2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1
"Ncapg2",2,7,0,6,0,0,0,6,0,0,1,0,5,20,29,0,3,4
"Ncaph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"Ncaph2",180,248,245,76,177,120,85,177,12,0,30,0,203,226,251,19,342,82
"Ncbp1",124,119,236,55,129,79,75,128,5,34,56,17,223,129,157,17,244,37
"Ncbp2",95,56,90,24,52,66,37,134,5,2,48,1,91,74,126,9,146,45
"Ncbp3",38,86,55,54,51,52,40,28,9,29,14,0,23,36,72,8,78,27
"Nccrp1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncdn",6005,13053,9106,3065,7489,9485,4172,7075,695,471,2602,964,7272,8054,15844,840,12093,4441
"Nceh1",241,178,353,150,252,119,183,225,2,14,49,3,235,286,241,32,546,59
"Ncf1",38,46,29,20,42,28,25,23,0,0,0,0,53,34,37,1,32,26
"Ncf2",5,11,8,13,16,1,0,27,0,0,0,0,1,17,0,0,20,2
"Ncf4",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1
"Nck1",33,27,18,20,18,20,13,5,6,0,0,0,22,55,36,18,27,20
"Nck2",95,118,155,74,86,72,62,203,3,7,82,0,55,146,134,11,151,30
"Nckap1",1733,1747,2811,962,2066,1348,1256,2154,85,152,465,94,2164,2209,1704,324,3800,762
"Nckap1l",15,9,33,4,20,17,3,2,2,0,0,0,7,11,11,0,21,1
"Nckap5",0,9,17,0,13,3,3,4,0,0,0,0,0,12,5,0,7,3
"Nckap5l",56,78,101,45,128,81,41,57,5,2,58,1,89,50,98,7,151,26
"Nckipsd",113,154,239,135,187,84,71,373,8,0,90,21,130,442,119,22,528,54
"Ncl",368,559,470,199,449,390,242,485,15,47,150,32,413,470,517,72,700,241
"Ncln",128,201,231,63,201,97,73,168,2,0,60,1,110,160,187,13,291,44
"Ncmap",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Ncoa1",400,363,714,144,369,347,334,290,29,6,55,27,487,483,462,100,583,133
"Ncoa2",191,199,337,30,174,199,163,155,3,23,66,5,291,173,240,32,240,85
"Ncoa3",117,132,223,49,91,129,95,100,0,6,15,14,168,120,126,14,201,42
"Ncoa4",115,161,243,72,178,121,44,116,35,2,27,0,88,182,219,16,239,57
"Ncoa5",68,157,186,42,119,115,64,133,11,0,29,2,98,105,255,1,150,39
"Ncoa6",159,159,238,75,118,157,143,192,12,28,28,76,203,103,252,42,183,62
"Ncoa7",129,109,159,56,101,119,98,215,16,7,161,9,201,168,196,12,287,47
"Ncor1",504,613,719,284,554,672,501,463,35,71,68,49,597,512,944,90,765,259
"Ncor2",641,985,1179,312,707,887,512,639,57,2,131,44,773,706,929,47,919,292
"Ncr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncs1",628,600,859,379,919,522,272,573,20,61,167,24,714,661,655,56,867,262
"Ncstn",87,146,183,79,117,106,37,96,3,6,10,1,119,145,187,50,247,22
"Ndc1",37,50,23,17,16,58,12,31,15,0,0,0,26,41,59,1,46,13
"Ndc80",0,5,0,2,0,1,0,2,0,0,0,0,8,0,13,0,3,0
"Nde1",20,19,43,2,31,21,4,25,0,0,0,0,19,8,19,0,28,10
"Ndel1",160,140,287,96,138,102,126,173,9,16,45,46,213,205,132,18,215,41
"Ndfip1",450,477,795,403,427,274,211,845,16,42,258,4,582,1054,437,45,1558,203
"Ndfip2",145,92,254,130,121,83,47,261,2,1,62,1,110,250,67,40,413,56
"Ndn",263,247,274,210,326,163,82,292,1,39,49,0,265,470,201,11,917,94
"Ndnf",29,28,65,15,44,42,22,26,3,0,0,1,36,35,29,0,23,8
"Ndnl2",75,84,97,41,31,43,36,109,17,0,27,0,36,67,21,11,171,17
"Ndor1",118,116,96,58,103,104,24,138,5,0,5,0,63,198,202,2,196,42
"Ndp",15,10,28,0,11,2,3,7,0,0,0,1,7,10,0,0,8,6
"Ndrg1",34,42,62,16,46,30,6,123,3,0,0,1,18,69,0,0,156,19
"Ndrg2",654,457,975,340,1205,362,259,493,19,22,51,4,748,433,152,101,907,204
"Ndrg3",1016,1078,1605,491,1358,641,504,1154,55,116,420,39,983,1448,1119,118,2013,372
"Ndrg4",1733,3533,2117,1761,1726,2359,900,4295,153,158,1421,133,1658,4620,4367,239,6834,1338
"Ndst1",240,136,253,116,164,104,113,286,6,0,82,0,230,292,182,9,377,64
"Ndst2",8,24,27,6,11,63,5,31,6,0,6,0,8,41,40,0,69,21
"Ndst3",89,10,184,2,85,11,82,2,0,12,0,0,153,0,7,19,3,15
"Ndst4",160,65,273,2,86,73,182,0,2,43,7,0,287,9,40,26,3,49
"Ndufa1",66,94,64,10,67,48,13,46,2,11,22,1,15,69,51,2,137,58
"Ndufa10",206,173,349,124,262,71,105,363,3,28,179,12,157,420,166,18,710,119
"Ndufa11",105,108,120,26,64,37,22,158,10,0,20,28,148,66,73,10,202,21
"Ndufa12",86,70,109,64,92,29,18,161,1,14,58,1,31,167,57,8,254,55
"Ndufa13",133,124,228,63,151,42,43,161,9,25,56,10,45,153,83,2,249,49
"Ndufa2",52,80,83,51,87,25,23,100,2,0,45,1,30,53,64,3,104,18
"Ndufa3",50,87,89,39,60,25,23,91,3,13,69,0,68,77,119,14,158,33
"Ndufa4",256,219,303,101,138,84,70,245,10,8,90,4,171,332,231,60,467,121
"Ndufa4l2",0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Ndufa5",108,83,91,45,68,20,30,110,1,4,71,1,95,65,86,19,143,22
"Ndufa6",118,90,127,55,41,12,35,75,3,0,55,15,56,91,50,8,141,35
"Ndufa7",92,71,74,18,88,30,18,97,1,14,40,0,57,77,99,8,116,77
"Ndufa8",82,112,188,55,116,56,51,135,0,33,96,9,86,190,64,19,284,41
"Ndufa9",147,145,235,74,78,76,43,210,5,14,65,1,127,271,110,18,361,76
"Ndufab1",86,120,136,51,92,40,37,112,7,1,39,0,124,121,100,5,235,68
"Ndufaf1",23,19,35,23,29,23,19,31,0,0,0,0,28,46,14,15,69,6
"Ndufaf2",23,21,45,26,11,0,7,22,0,0,7,0,11,7,0,0,13,6
"Ndufaf3",48,49,26,43,18,13,7,70,0,0,15,0,100,69,76,8,71,8
"Ndufaf4",44,42,78,37,75,26,26,48,0,4,0,1,88,82,33,19,84,8
"Ndufaf5",56,28,48,13,25,23,11,40,0,0,9,0,25,41,5,0,76,12
"Ndufaf6",7,3,12,5,16,2,3,9,0,0,25,0,16,1,12,0,10,2
"Ndufaf7",36,52,33,22,23,30,12,71,3,0,17,2,15,44,89,7,75,12
"Ndufb10",137,161,249,66,122,86,38,116,9,8,68,1,101,131,122,17,217,63
"Ndufb11",91,94,125,55,100,50,52,133,2,11,44,0,99,123,58,11,212,47
"Ndufb2",72,138,119,34,104,56,22,105,9,0,62,0,83,108,166,4,152,46
"Ndufb3",58,67,84,39,76,47,10,69,3,0,28,21,81,110,34,0,130,23
"Ndufb4",60,103,92,33,79,34,26,81,1,0,28,28,71,89,49,1,162,39
"Ndufb5",89,162,128,40,118,49,27,121,7,10,14,1,64,141,100,13,243,106
"Ndufb6",74,60,101,43,32,34,38,69,2,7,29,18,94,131,61,14,186,49
"Ndufb7",64,73,76,33,43,17,6,45,0,0,64,0,89,65,67,12,114,52
"Ndufb8",105,137,146,91,116,41,62,140,25,0,16,2,29,208,42,6,253,42
"Ndufb9",239,203,222,114,162,67,64,158,1,17,119,5,91,182,164,36,349,69
"Ndufc1",35,61,78,22,50,18,17,83,5,4,28,0,61,62,54,6,145,37
"Ndufc2",64,135,136,55,101,30,24,94,1,0,17,3,78,123,43,3,205,58
"Ndufs1",246,248,305,165,160,165,124,249,7,25,139,2,295,353,184,33,654,109
"Ndufs2",304,312,464,168,300,180,112,408,19,40,89,5,282,467,312,37,665,99
"Ndufs3",150,178,202,96,187,83,71,182,7,9,53,19,151,165,142,17,317,66
"Ndufs4",79,141,91,32,66,75,24,82,17,8,82,0,47,89,122,21,86,37
"Ndufs5",103,127,95,59,58,62,18,81,1,3,66,1,46,135,88,13,156,32
"Ndufs6",49,51,69,27,74,21,4,51,0,12,11,0,25,63,26,0,80,5
"Ndufs7",119,164,222,51,141,70,33,132,15,10,101,2,99,137,149,1,268,47
"Ndufs8",76,110,136,58,94,44,24,106,5,3,43,0,45,92,100,13,192,23
"Ndufv1",264,364,467,156,237,154,125,412,5,12,123,4,137,376,321,25,574,106
"Ndufv2",155,158,301,105,173,102,43,245,9,42,80,21,100,212,190,25,368,58
"Ndufv3",80,107,100,41,70,48,23,100,1,8,18,1,9,91,61,12,155,44
"Neb",0,0,0,0,0,1,0,22,0,0,0,0,8,20,0,1,37,4
"Nebl",199,306,231,120,189,260,140,258,47,9,114,17,153,354,301,42,387,138
"Necab1",45,34,79,9,54,18,57,83,0,10,13,0,80,73,33,22,80,28
"Necab2",15,78,18,31,24,34,10,392,1,0,237,2,43,553,34,5,739,65
"Necab3",2,115,12,54,6,96,3,1,0,0,0,22,0,23,91,0,6,53
"Necap1",368,349,367,194,294,145,217,507,17,50,205,27,266,552,368,46,598,187
"Necap2",26,40,63,18,69,21,12,76,2,6,22,0,47,60,44,15,85,29
"Nectin1",40,123,51,78,42,67,29,175,1,4,68,0,68,187,127,15,237,44
"Nectin2",5,5,7,0,0,0,2,9,1,0,0,1,0,3,0,0,2,1
"Nectin3",38,37,86,136,32,22,14,233,0,7,79,0,6,359,44,0,528,29
"Nectin4",2,15,16,3,5,15,0,31,0,0,0,0,0,22,6,0,67,13
"Nedd1",2,2,18,0,0,9,3,9,0,0,0,0,16,3,0,0,1,0
"Nedd4",607,1131,1057,352,572,706,452,607,83,33,147,35,701,634,1282,53,999,312
"Nedd4l",349,847,558,138,421,588,340,338,7,47,24,3,452,294,842,48,431,222
"Nedd8",47,98,96,46,51,20,10,88,0,6,35,0,19,66,111,10,177,43
"Nedd9",44,12,73,23,23,11,4,56,0,4,0,1,9,10,31,24,46,5
"Nefh",60,34,137,107,144,45,70,221,2,9,11,0,104,334,34,10,415,36
"Nefl",760,1188,1236,594,838,792,501,2375,77,69,1018,71,854,2984,1034,116,4094,508
"Nefm",201,534,328,87,235,449,204,728,13,15,318,47,222,894,376,13,1193,209
"Negr1",119,234,110,71,114,231,71,99,4,24,78,14,174,111,259,24,232,84
"Neil1",7,44,30,16,38,32,8,29,0,0,15,0,46,48,60,7,26,4
"Neil2",0,12,0,4,17,3,0,8,0,0,0,1,0,8,0,0,2,0
"Neil3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nek1",56,59,110,23,112,35,54,118,2,6,12,0,132,103,93,4,144,22
"Nek10",0,4,0,0,0,14,0,0,0,0,0,0,0,0,15,0,0,1
"Nek11",6,3,0,4,0,17,1,7,0,0,0,0,9,0,16,1,29,4
"Nek2",0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0
"Nek3",0,9,0,0,7,1,0,9,0,0,0,0,0,7,0,0,9,0
"Nek4",15,13,23,24,59,32,27,1,0,0,0,0,33,50,43,0,18,12
"Nek5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nek6",36,221,21,22,37,145,25,137,16,11,96,17,69,150,270,1,236,65
"Nek7",57,53,74,5,49,52,25,60,2,0,25,20,25,49,66,10,97,32
"Nek8",6,11,6,1,8,3,0,7,0,0,0,0,0,2,0,0,16,3
"Nek9",82,194,157,67,107,118,67,169,6,0,35,1,108,119,245,15,174,46
"Nelfa",17,42,39,21,15,34,22,44,0,0,0,0,33,23,146,15,63,15
"Nelfb",78,107,74,37,60,57,35,86,3,0,27,1,134,151,237,13,203,21
"Nelfcd",39,90,83,21,75,51,44,110,13,1,52,0,17,111,70,10,184,29
"Nelfe",19,33,24,19,16,14,12,20,0,0,35,2,11,42,67,8,47,22
"Nell1",134,20,337,52,209,0,126,138,3,20,0,0,136,147,0,87,310,17
"Nell2",2258,1915,3349,1374,2650,1131,1266,3282,30,166,1031,73,2128,3675,1348,319,7244,702
"Nemf",65,86,133,30,66,59,35,70,1,0,22,0,124,101,129,7,136,33
"Nemp1",30,31,49,21,18,43,11,3,0,0,8,0,0,1,19,0,16,0
"Nemp2",12,10,0,9,6,7,0,3,1,0,0,0,0,1,19,0,15,8
"Nenf",38,40,44,32,44,24,14,42,0,0,19,1,59,76,20,21,120,14
"Neo1",79,248,250,89,134,102,89,103,3,4,21,2,133,79,163,17,208,52
"Nepn",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Nepro",8,23,27,12,35,3,9,30,1,0,0,0,0,8,0,0,10,6
"Nes",20,7,13,18,16,4,5,2,0,0,0,1,1,19,16,0,18,9
"Net1",29,231,51,4,66,237,9,4,1,9,0,22,48,7,220,1,15,45
"Neto1",18,151,58,215,30,124,47,555,12,3,125,0,97,668,131,4,991,70
"Neto2",75,20,101,81,80,6,79,148,0,0,11,29,91,108,12,14,236,22
"Neu1",72,114,180,105,56,52,38,175,4,28,58,2,73,243,115,0,409,36
"Neu2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6
"Neu3",1,5,0,4,5,8,9,4,0,4,0,0,1,25,5,0,13,5
"Neu4",3,12,38,0,11,12,2,6,0,0,0,0,0,27,1,1,19,1
"Neurl1a",343,383,475,303,395,272,163,399,24,3,77,35,413,422,460,26,587,133
"Neurl1b",118,139,211,101,143,116,112,119,3,5,2,2,190,192,149,30,187,40
"Neurl2",14,10,19,0,3,0,2,0,0,7,0,0,15,0,4,0,4,2
"Neurl3",20,52,26,4,21,46,25,39,0,0,27,15,63,16,22,0,35,11
"Neurl4",188,350,395,142,309,191,150,205,14,19,44,16,147,355,413,21,450,124
"Neurod1",14,116,25,12,13,63,20,14,1,0,0,0,32,23,124,11,37,14
"Neurod2",412,946,433,257,444,547,199,551,15,18,164,18,358,647,886,28,694,257
"Neurod4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurod6",421,22,646,477,480,4,223,835,7,107,264,3,447,876,23,111,1156,107
"Neurog1",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurog2",0,1,0,4,0,1,2,0,0,0,0,0,6,0,0,0,4,0
"Neurog3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nexn",3,0,0,0,0,0,1,2,0,0,0,0,0,0,9,0,4,0
"Nf1",221,171,311,103,189,180,247,341,32,13,28,47,264,203,196,72,408,53
"Nf2",281,221,418,76,257,192,119,235,11,14,48,18,311,202,263,68,268,105
"Nfam1",5,2,2,0,0,9,2,0,0,0,0,0,0,7,0,0,4,2
"Nfasc",507,575,943,265,556,508,538,834,27,41,129,6,903,780,628,136,1154,190
"Nfat5",197,232,360,145,280,401,278,338,7,19,39,61,249,250,242,49,341,112
"Nfatc1",5,9,9,6,19,4,11,11,2,0,0,0,8,16,7,1,21,2
"Nfatc2",80,45,82,30,82,18,20,61,1,0,10,0,34,117,39,17,115,9
"Nfatc2ip",6,14,19,0,4,15,5,16,0,11,0,0,12,35,31,0,9,5
"Nfatc3",25,39,25,10,20,8,29,19,0,0,9,0,32,18,11,21,32,4
"Nfatc4",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"Nfe2",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nfe2l1",464,279,689,275,733,261,346,645,25,55,262,54,512,804,328,68,1305,193
"Nfe2l2",35,19,54,0,15,17,4,5,0,0,32,0,55,24,13,0,33,6
"Nfe2l3",0,4,2,0,9,2,0,11,0,0,12,0,0,0,0,0,10,0
"Nfia",148,353,201,85,160,207,136,202,32,11,67,29,277,217,367,22,287,127
"Nfib",361,1006,419,230,317,655,317,469,69,32,113,72,462,499,1031,46,736,289
"Nfic",206,122,91,123,144,87,58,136,4,2,15,2,119,103,77,3,268,34
"Nfil3",12,107,41,36,32,97,16,34,1,0,0,1,24,45,113,1,46,32
"Nfix",443,1316,620,311,494,1043,451,523,50,23,141,90,602,622,1437,61,867,368
"Nfkb1",31,89,80,42,57,81,35,71,1,10,0,0,59,50,119,15,78,38
"Nfkb2",33,11,8,1,25,10,0,11,0,0,0,0,0,3,0,0,22,1
"Nfkbia",61,69,66,51,102,42,47,21,0,13,1,1,115,19,17,12,76,24
"Nfkbib",20,60,46,24,74,34,29,27,0,0,23,0,68,55,11,0,63,21
"Nfkbid",35,17,34,6,43,14,12,38,0,7,0,0,24,6,0,0,21,35
"Nfkbie",20,11,16,22,22,9,4,21,1,5,25,3,20,18,8,17,12,19
"Nfkbil1",13,28,22,24,16,5,9,30,0,0,0,0,16,10,9,0,24,14
"Nfkbiz",146,65,136,46,155,45,36,90,1,3,41,1,139,89,101,26,114,34
"Nfrkb",58,96,64,43,102,121,53,56,0,24,9,2,130,68,202,49,177,47
