"","142C_CA1","142C_DG","143C_CA1","143C_DG","143C-CA1-1","143D-CA1-3","143D-DG-3","144C-CA1-2","144C-CA3-2","144C-DG-2","144D-CA3-2","144D-DG-2","146C-CA1-4","146C-DG-4","146D-CA1-3","146D-CA3-3","146D-DG-3","147C-CA1-3","147C-CA3-3","147C-DG-3","147D-CA3-1","147D-DG-1"
"Ddi1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Ddi2",250,301,435,206,66,27,65,145,31,131,99,356,97,21,35,97,4,155,192,302,169,910
"Ddias",0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,1,0,2
"Ddit3",38,50,32,43,18,7,12,18,6,34,19,38,15,6,0,14,0,22,56,41,23,119
"Ddit4",248,175,294,247,114,36,78,131,86,122,129,415,65,22,28,98,1,125,393,264,186,988
"Ddit4l",16,1,13,7,5,4,3,8,2,1,2,16,9,1,1,2,2,6,19,8,13,22
"Ddn",19087,5912,22488,7451,6149,3854,2011,9638,1228,3836,3461,11279,4754,754,1104,1981,180,9631,5530,10863,8101,26260
"Ddo",47,21,19,24,9,6,9,4,5,13,15,41,0,4,0,6,0,17,27,27,42,108
"Ddost",414,244,426,104,196,97,109,259,101,143,173,368,73,29,33,125,2,213,314,259,236,1011
"Ddr1",15,18,25,25,5,4,7,12,10,12,13,23,3,1,1,11,0,10,54,22,21,69
"Ddr2",21,1,9,0,2,0,0,5,1,4,2,1,4,0,0,1,0,5,35,6,2,10
"Ddrgk1",30,48,72,19,21,10,9,31,16,27,31,73,12,4,1,23,0,35,77,34,69,169
"Ddt",22,6,9,17,8,2,8,14,24,12,14,20,3,6,0,6,0,10,26,18,26,85
"Ddx1",434,513,831,587,292,114,145,422,140,271,296,505,114,53,37,331,15,387,490,518,580,1686
"Ddx10",86,73,116,40,36,12,13,45,13,40,13,62,37,0,5,42,0,49,70,65,59,213
"Ddx11",43,3,28,23,11,5,2,11,0,3,0,11,6,0,0,0,0,7,4,20,1,43
"Ddx17",1913,2241,2109,1838,547,265,525,1038,251,976,687,2050,414,236,144,1002,37,936,1774,2076,1511,5896
"Ddx18",32,36,74,10,21,9,14,22,8,28,10,44,19,1,6,25,0,33,61,36,28,104
"Ddx19a",162,242,92,137,56,20,37,84,22,99,33,198,23,27,0,27,0,68,134,184,63,345
"Ddx19b",81,74,112,80,47,6,21,48,22,30,30,107,18,15,1,74,2,48,105,74,68,171
"Ddx20",41,18,21,32,12,3,7,26,2,6,10,20,9,2,0,14,0,14,9,31,11,57
"Ddx21",98,304,209,132,62,35,34,55,12,127,38,216,32,40,0,112,0,78,93,218,82,415
"Ddx23",306,190,356,185,96,78,45,153,35,99,97,219,76,26,21,117,6,151,193,184,198,514
"Ddx24",306,360,593,222,214,88,70,290,108,191,189,372,74,55,60,270,4,289,280,379,370,838
"Ddx25",121,51,262,26,114,48,18,131,61,71,109,99,59,3,1,162,0,130,176,74,194,281
"Ddx26b",89,80,64,58,18,11,15,31,11,21,21,53,24,7,2,39,2,33,63,86,34,166
"Ddx27",142,110,97,90,25,8,21,32,20,41,24,74,13,17,1,14,0,28,27,103,45,167
"Ddx28",51,37,31,20,35,7,7,49,11,25,22,58,10,0,0,5,0,32,34,37,25,142
"Ddx31",83,12,94,28,12,0,12,38,10,36,11,32,9,3,0,7,0,31,14,80,9,106
"Ddx39",9,11,15,12,8,0,2,7,3,8,7,14,6,1,0,3,0,12,17,15,11,37
"Ddx39b",160,115,166,125,63,42,49,89,42,83,69,191,30,27,14,76,1,94,156,148,129,454
"Ddx3x",1079,2037,2493,1124,556,202,260,878,217,836,346,1013,391,144,43,853,18,759,1170,1477,887,2129
"Ddx3y",168,220,302,138,59,38,30,108,30,78,34,100,53,20,7,101,2,86,230,238,65,340
"Ddx4",21,4,8,14,0,1,0,6,0,3,0,5,0,0,0,6,0,10,6,12,2,28
"Ddx41",352,225,195,101,77,71,85,114,35,90,88,210,32,22,3,112,4,122,205,266,160,520
"Ddx42",351,442,760,431,153,67,84,254,92,247,151,498,100,62,12,271,10,284,433,520,309,1409
"Ddx43",0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx46",351,250,472,254,126,54,56,166,31,124,67,290,64,46,10,143,3,212,156,208,128,629
"Ddx47",20,31,40,24,19,11,8,18,5,14,16,30,14,2,7,20,0,18,24,33,34,80
"Ddx49",144,109,220,160,74,54,31,80,28,69,68,144,49,23,6,42,0,106,214,170,133,502
"Ddx5",876,1368,1370,1053,377,191,368,597,131,693,310,1302,213,205,71,470,14,598,810,1296,533,3297
"Ddx50",276,274,341,240,117,56,54,190,28,134,96,328,131,59,4,140,3,168,292,288,186,616
"Ddx51",67,52,76,51,29,8,10,33,8,28,16,82,18,5,0,28,0,50,35,76,54,222
"Ddx52",50,112,96,84,54,8,12,55,1,55,40,105,1,5,0,71,0,48,87,99,66,205
"Ddx54",426,155,399,113,144,85,53,261,75,107,134,248,72,44,19,172,6,196,270,209,272,674
"Ddx55",93,62,50,43,19,9,19,21,7,10,17,58,10,9,12,35,0,28,35,56,36,179
"Ddx56",66,37,69,18,31,32,12,40,26,33,26,70,6,10,0,43,0,38,64,72,46,156
"Ddx58",6,0,6,2,2,0,0,2,6,3,13,3,4,0,0,8,0,7,32,1,2,0
"Ddx59",53,8,63,1,16,0,0,18,4,13,9,9,10,0,9,7,0,20,7,34,46,30
"Ddx6",951,860,2192,648,412,190,161,760,196,466,365,1222,344,136,64,593,20,616,968,761,658,2224
"Ddx60",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,6
"Deaf1",26,28,43,24,11,5,7,10,3,12,19,25,6,3,0,8,1,20,28,22,41,74
"Deb1",90,34,78,55,31,9,20,43,14,16,37,52,8,4,6,30,0,29,85,67,78,158
"Decr1",68,32,93,40,20,8,1,9,7,6,17,16,18,0,0,14,0,66,97,23,54,32
"Decr2",423,234,379,236,99,22,66,127,55,109,111,199,51,14,9,132,4,129,192,171,158,520
"Dedd",8,16,13,15,6,3,5,6,3,7,5,15,4,2,1,8,0,11,11,12,7,35
"Dedd2",22,24,79,10,31,16,6,27,12,16,18,54,18,0,4,35,0,32,58,56,52,147
"Def6",0,0,4,24,3,4,0,1,0,0,1,9,2,0,0,22,0,6,34,3,1,30
"Def8",17,14,30,12,12,4,2,14,4,8,13,24,5,1,1,12,0,10,23,16,20,53
"Defa17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb14",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb15",0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"Defb18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb20",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb23",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb35",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb36",0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Defb37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Degs1",68,26,158,22,47,28,19,78,39,32,83,61,12,8,0,119,0,74,193,55,118,113
"Degs2",0,22,1,10,4,5,7,9,2,7,10,10,2,0,0,9,1,6,5,18,11,68
"Dek",22,58,78,40,25,9,17,30,10,38,13,96,6,11,11,35,0,44,100,65,57,192
"Dennd1a",51,46,65,25,25,16,12,30,5,28,13,52,10,8,5,30,0,27,46,47,35,149
"Dennd1b",11,18,32,18,12,1,6,11,3,11,4,17,3,2,0,7,0,9,17,20,12,40
"Dennd1c",8,0,12,4,0,0,0,1,2,1,1,1,0,0,0,6,0,1,0,0,38,2
"Dennd2a",90,144,131,63,50,4,25,50,18,47,27,89,30,14,9,16,0,41,110,128,66,209
"Dennd2c",10,0,4,0,0,0,0,1,0,0,0,2,4,1,0,0,0,2,12,2,0,0
"Dennd2d",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
"Dennd3",7,4,14,17,3,1,0,2,1,2,2,2,2,0,0,13,0,7,33,14,8,12
"Dennd4a",372,370,647,399,137,48,73,259,72,172,98,290,115,26,7,233,9,209,318,280,232,875
"Dennd4b",46,53,106,78,20,8,20,36,11,28,15,68,33,5,7,26,0,46,35,64,70,202
"Dennd4c",35,35,51,78,14,8,6,15,7,24,7,46,6,3,0,27,1,20,66,63,11,124
"Dennd5a",628,579,953,632,235,106,109,476,167,290,322,547,192,46,38,344,4,386,880,618,682,1675
"Dennd5b",177,215,461,188,106,54,33,185,28,80,36,140,92,23,7,105,1,137,159,183,62,335
"Dennd6a",137,56,123,78,34,8,23,59,13,42,45,91,22,8,3,74,1,36,57,86,75,207
"Dennd6b",447,361,459,431,165,149,169,207,54,170,109,500,113,55,36,215,2,200,324,534,241,1623
"Denr",97,32,138,29,62,19,11,69,35,36,58,79,21,6,6,60,0,44,102,57,128,160
"Depdc1a",0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Depdc1b",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Depdc5",22,18,45,15,12,5,2,22,2,10,6,21,11,1,0,17,0,20,30,22,15,45
"Depdc7",0,0,30,0,13,20,0,13,0,0,0,3,1,0,0,0,0,22,4,2,0,27
"Deptor",67,16,33,29,5,1,3,15,6,7,14,13,11,1,5,6,0,8,25,19,24,33
"Dera",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,2
"Derl1",262,267,394,235,143,52,68,171,81,162,146,368,91,32,7,184,14,159,343,318,282,915
"Derl2",11,7,28,14,6,3,8,16,2,7,10,26,2,3,5,11,0,15,14,18,15,60
"Derl3",0,13,10,0,0,0,0,29,0,3,3,12,0,1,0,0,0,2,0,6,0,5
"Des",0,1,5,0,0,0,2,8,0,1,5,4,1,0,0,11,0,5,7,18,1,0
"Desi1",70,60,143,50,35,16,25,63,42,40,77,80,23,11,8,95,1,70,181,89,117,204
"Desi2",68,66,66,41,19,12,15,43,4,16,10,44,25,8,3,15,5,24,42,54,23,142
"Det1",17,8,9,3,4,0,2,8,3,2,2,9,1,0,0,0,0,4,5,10,7,12
"Dexi",46,52,34,46,32,12,24,37,22,43,48,88,16,12,4,50,3,46,50,68,113,221
"Dffa",108,63,92,91,40,23,27,63,35,36,45,106,23,7,13,48,0,46,86,89,87,226
"Dffb",42,20,38,47,14,15,23,6,17,26,10,55,45,7,0,12,0,40,11,63,28,180
"Dfna5",44,13,46,18,15,7,3,19,5,6,6,18,14,2,2,10,1,20,22,23,12,66
"Dfnb59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Dgat1",33,53,35,10,11,10,11,20,5,29,12,35,17,5,0,32,1,21,39,55,44,87
"Dgat2",54,268,105,233,27,15,64,41,14,134,32,290,21,34,0,53,0,45,44,256,41,893
"Dgat2l6",0,8,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,26,0,0
"Dgcr14",222,64,143,26,77,40,47,74,20,49,72,117,54,8,18,72,0,57,79,131,81,420
"Dgcr2",165,109,263,91,87,34,33,114,42,77,66,181,35,14,17,88,8,101,211,117,166,373
"Dgcr6",6,8,28,6,12,5,4,18,15,6,29,18,2,2,3,26,2,13,63,14,34,40
"Dgcr8",100,72,135,144,40,26,50,70,36,44,39,150,22,11,4,54,0,48,71,122,56,312
"Dgka",95,245,58,124,15,16,33,15,23,50,64,144,5,10,1,62,1,27,162,156,97,323
"Dgkb",953,458,1948,294,514,152,77,681,244,270,495,551,352,44,61,689,12,801,1039,379,1281,1269
"Dgkd",192,447,342,285,79,30,80,106,29,142,65,254,51,44,4,114,3,121,150,370,142,768
"Dgke",171,149,260,162,59,47,45,131,47,83,80,186,49,9,10,154,0,106,208,148,174,526
"Dgkg",334,284,782,131,166,72,50,250,53,191,127,307,104,21,10,309,4,250,241,265,276,762
"Dgkh",249,1941,646,1086,90,12,219,202,8,583,21,1483,68,110,18,25,0,134,28,1168,48,3276
"Dgki",70,177,252,122,52,20,20,77,1,68,8,152,37,9,6,2,0,74,14,116,33,260
"Dgkk",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
"Dgkq",53,54,60,47,23,16,10,43,15,21,21,42,8,6,0,53,0,52,83,48,65,92
"Dgkz",1154,290,1339,372,431,279,117,707,148,240,323,498,301,58,88,303,4,699,690,494,871,1482
"Dguok",23,7,13,10,7,2,7,3,2,5,4,23,6,5,1,7,0,9,10,16,18,50
"Dhcr24",293,144,455,196,125,51,85,210,151,124,232,259,73,47,4,306,4,200,859,260,515,621
"Dhcr7",3,3,13,9,5,1,2,8,3,5,9,14,2,1,0,11,0,8,32,9,20,30
"Dhdds",47,35,55,19,15,5,10,37,8,19,19,46,14,5,10,32,0,24,33,37,55,122
"Dhdh",186,143,122,137,29,6,34,72,14,31,17,122,41,14,4,70,1,61,76,117,56,347
"Dhfr",42,6,13,5,13,2,2,31,9,2,18,8,2,2,0,19,0,4,57,10,3,22
"Dhh",23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0
"Dhodh",11,9,17,7,4,1,6,17,4,8,12,28,4,4,0,7,0,9,25,13,12,64
"Dhps",40,30,64,26,34,24,11,45,19,24,36,48,17,8,24,22,0,52,44,48,64,153
"Dhrs1",152,83,137,59,75,31,21,105,77,41,89,106,50,8,33,72,8,100,239,99,190,347
"Dhrs11",0,2,3,8,2,6,0,4,8,2,8,1,1,0,0,6,0,2,17,10,11,0
"Dhrs13",6,0,1,3,1,1,0,3,0,0,4,0,0,0,0,0,0,2,12,1,0,5
"Dhrs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhrs3",2,3,6,4,2,0,3,5,4,5,9,5,0,0,0,4,0,1,16,6,9,16
"Dhrs4",0,27,57,29,11,22,7,4,1,16,14,20,6,1,0,7,0,14,59,36,48,51
"Dhrs7",63,22,72,43,37,25,24,72,12,37,43,92,12,3,1,77,0,47,140,80,74,293
"Dhrs7b",14,36,47,3,18,14,13,45,11,12,20,47,14,0,8,20,0,33,51,44,33,138
"Dhrs7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhrs9",29,24,13,8,2,3,0,0,0,0,1,4,15,0,0,0,0,2,1,4,0,9
"Dhtkd1",34,16,43,13,10,12,7,16,5,6,12,25,5,4,4,8,0,16,21,11,35,43
"Dhx15",87,163,118,88,46,28,28,60,16,60,37,115,18,17,8,42,1,49,107,120,62,291
"Dhx16",90,34,64,66,14,16,15,21,12,29,31,51,11,4,4,19,1,32,50,48,39,185
"Dhx29",91,270,78,140,34,21,48,52,17,129,56,265,31,22,1,20,1,44,60,244,71,700
"Dhx30",44,21,48,30,17,4,9,25,12,16,15,40,8,3,5,28,0,21,32,36,27,88
"Dhx32",20,21,39,14,11,2,6,11,5,16,8,29,9,2,2,4,0,14,22,34,12,81
"Dhx33",142,162,205,120,67,40,51,101,16,81,33,167,49,23,9,69,1,98,51,164,93,485
"Dhx34",22,9,16,4,3,0,2,2,2,5,7,14,8,2,0,5,0,6,5,10,12,41
"Dhx35",39,14,39,17,13,8,5,26,9,11,11,27,5,3,0,12,0,16,30,30,22,88
"Dhx36",574,274,799,203,229,113,72,344,95,167,140,455,160,59,37,208,6,282,416,426,264,1034
"Dhx37",58,56,49,26,16,10,8,12,11,16,19,41,15,5,2,15,0,21,34,41,65,125
"Dhx38",225,291,328,191,80,51,50,112,47,111,55,214,52,23,2,72,0,141,142,225,116,509
"Dhx40",38,173,76,69,27,8,26,38,18,47,16,88,30,10,2,64,0,35,56,107,49,294
"Dhx57",120,92,216,130,56,54,34,70,23,68,38,137,38,16,0,72,1,70,93,129,100,290
"Dhx58",0,0,0,0,9,0,0,4,0,0,4,2,3,0,0,0,0,10,0,4,0,54
"Dhx8",112,100,142,48,37,30,27,58,10,53,24,126,24,13,2,54,1,71,59,80,69,378
"Dhx9",87,168,199,132,55,23,26,104,17,68,46,169,26,12,5,61,1,73,110,127,67,294
"Diablo",15,10,14,10,4,1,5,8,8,6,10,11,4,4,2,13,0,8,14,23,9,62
"Diaph1",134,123,165,84,39,16,27,41,15,48,28,114,26,12,2,21,1,49,63,99,72,279
"Diaph2",167,153,192,70,46,4,21,52,9,46,11,117,27,10,2,41,0,69,35,98,10,268
"Diaph3",6,6,10,0,4,4,0,2,0,2,3,2,2,0,0,0,0,14,0,4,0,14
"Dicer1",298,1060,737,441,142,60,96,212,49,289,111,523,148,69,7,235,4,257,427,742,260,1488
"Dido1",68,88,99,56,18,14,17,35,7,31,18,78,15,7,0,26,0,41,67,68,36,250
"Diexf",45,9,41,21,18,9,5,16,3,8,15,17,11,2,4,11,0,18,42,19,41,42
"Dimt1",84,56,98,52,42,15,23,49,0,37,31,97,13,8,0,19,0,26,121,79,70,237
"Dio1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dio2",351,130,407,385,98,55,35,166,38,63,42,89,44,7,28,150,0,159,611,405,201,363
"Dio3",0,0,2,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
"Dip2a",69,20,62,29,17,5,6,26,26,17,35,35,20,1,3,57,1,40,162,34,46,106
"Dip2b",180,215,260,149,55,31,25,110,21,70,56,149,68,10,9,106,0,89,178,142,135,322
"Dip2c",226,193,390,191,129,39,36,191,18,105,46,210,82,16,14,94,5,139,138,147,132,515
"Diras1",145,76,238,110,104,34,34,170,78,52,124,163,61,16,8,96,0,109,362,106,157,463
"Diras2",977,1771,2171,1478,497,268,289,937,289,915,783,1899,345,175,90,1135,19,753,1541,1438,1597,4655
"Dirc2",151,84,208,135,89,44,30,118,42,80,72,168,58,9,2,109,0,101,236,131,188,442
"Dis3",45,105,120,88,40,52,24,49,12,30,31,95,34,13,0,16,0,60,62,118,78,232
"Dis3l",33,22,37,31,10,6,11,23,4,16,15,34,4,3,1,13,1,14,36,34,27,76
"Dis3l2",32,37,64,37,20,7,13,40,4,24,19,35,5,5,0,22,0,31,42,33,23,94
"Disc1",7,3,7,4,2,1,1,1,0,3,1,6,1,0,0,0,0,1,3,7,3,25
"Disp1",4,5,6,4,2,2,0,4,1,2,2,7,0,0,0,0,0,2,10,10,6,9
"Disp2",677,332,1182,277,381,147,76,521,113,190,255,445,153,39,36,514,2,433,636,273,413,941
"Dixdc1",57,112,149,103,33,20,25,53,12,62,30,124,21,11,4,41,1,54,77,115,45,304
"Dkc1",22,38,36,14,13,4,6,27,5,9,6,30,11,3,4,5,2,14,14,30,14,72
"Dkk1",1,7,1,21,0,0,0,0,0,2,0,2,1,0,0,4,0,1,0,1,7,0
"Dkk2",19,6,19,1,2,0,1,0,5,4,0,1,17,0,0,0,1,13,1,4,0,30
"Dkk3",4101,115,5249,180,1689,811,64,2379,542,55,1004,105,793,12,153,1686,2,2242,2320,163,2926,279
"Dkk4",8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0
"Dkkl1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
"Dlat",343,339,787,417,255,81,95,416,198,180,392,428,60,24,31,546,32,377,734,406,812,1315
"Dlc1",73,6,94,55,29,12,5,52,23,10,38,9,33,3,4,106,0,40,146,32,73,19
"Dld",528,296,712,358,250,112,93,415,121,198,227,456,130,47,50,381,11,329,700,453,444,1291
"Dlec1",10,2,2,3,0,1,1,2,2,0,0,2,1,0,0,7,0,13,5,3,5,1
"Dleu7",0,0,22,0,11,7,1,21,3,2,3,2,3,0,0,0,0,2,17,5,6,0
"Dlg1",14,53,44,43,10,2,10,26,10,24,16,49,7,5,2,17,1,18,59,49,43,127
"Dlg2",488,264,857,244,180,53,54,305,70,125,187,283,116,30,31,219,6,202,358,291,439,651
"Dlg3",365,428,663,325,190,94,113,272,41,237,98,551,103,47,27,149,4,238,196,413,197,1246
"Dlg4",550,307,729,287,226,116,85,354,108,195,203,403,139,39,43,199,9,318,356,335,418,974
"Dlg5",34,30,43,37,5,5,13,22,11,19,25,31,2,3,0,38,0,14,82,34,58,125
"Dlgap1",677,503,1118,319,309,133,104,464,85,213,168,456,165,41,46,242,7,396,448,371,312,1123
"Dlgap2",135,157,277,66,63,39,20,93,14,75,22,128,51,9,2,66,4,79,67,130,104,303
"Dlgap3",880,253,1101,294,317,169,72,466,190,180,484,395,267,36,64,287,1,480,1100,421,1072,1062
"Dlgap4",145,53,242,50,68,38,15,118,33,31,67,71,52,5,9,83,1,104,132,67,138,152
"Dlgap5",0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,4
"Dlk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlk2",33,23,21,23,12,6,8,16,8,8,14,25,4,4,3,19,0,14,56,24,26,93
"Dll1",71,11,57,24,29,9,12,20,18,21,23,43,2,6,1,7,0,67,43,39,12,146
"Dll3",10,7,24,32,3,0,5,1,0,2,8,8,0,1,0,0,10,8,34,9,7,44
"Dll4",16,5,20,37,19,13,5,23,12,6,10,7,0,12,0,13,0,34,29,16,11,4
"Dlst",552,520,764,470,334,134,126,391,121,308,255,468,176,51,17,282,14,364,633,531,529,1551
"Dlx1",26,0,20,14,9,2,0,21,14,3,31,6,6,0,1,24,0,9,89,4,19,0
"Dlx2",6,2,15,15,17,8,4,13,0,0,24,0,11,0,0,22,0,1,61,1,6,6
"Dlx3",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Dlx4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlx5",30,0,12,9,2,1,0,4,7,0,12,1,4,0,0,4,0,2,20,0,4,2
"Dlx6",3,12,5,7,1,1,1,2,2,2,9,5,7,1,0,0,0,2,12,7,3,4
"Dmap1",69,69,134,79,54,42,22,32,38,35,44,98,24,18,5,32,0,41,97,81,51,280
